File Name,Part3_E,Pressure,Inner_Radius,Outer_Radius,inner_y1,inner_y2,outer_y1,outer_y2
Part1_E(2.34)Part3_E(2.15)Part7_E(1.83)Part10_E(1.08)Part11_E(1.38)Pressure(0.015),2.15,0.015,1.25,1.75,1.371349425176534,1.37448361619516,-2.368708657420076,-2.372446996724153
Part1_E(1.97)Part3_E(2.05)Part7_E(1.56)Part10_E(1.92)Part11_E(1.83)Pressure(0.015),2.05,0.015,1.25,1.75,1.31654474632236,1.3200244619733543,-2.312407689021105,-2.3172798141423248
Part1_E(2.23)Part3_E(2.39)Part7_E(1.27)Part10_E(2.23)Part11_E(1.92)Pressure(0.015),2.39,0.015,1.25,1.75,1.31228264042298,1.3151748041591391,-2.3106901444547256,-2.314631457107986
Part1_E(1.21)Part3_E(1.4)Part7_E(1.11)Part10_E(1.52)Part11_E(1.27)Pressure(0.015),1.4,0.015,1.25,1.75,1.4392088491749184,1.4445870140833967,-2.427235969218455,-2.4340544391546803
Part1_E(1.91)Part3_E(1.51)Part7_E(2.01)Part10_E(1.46)Part11_E(2.41)Pressure(0.015),1.51,0.015,1.25,1.75,1.3051500813955177,1.3101058202025062,-2.294434098597032,-2.3022286617635745
Part1_E(2.28)Part3_E(2.07)Part7_E(2.06)Part10_E(2.25)Part11_E(1.85)Pressure(0.015),2.07,0.015,1.25,1.75,1.2871476218044444,1.2905754530014633,-2.282674757138104,-2.287908995761631
Part1_E(2.25)Part3_E(1.84)Part7_E(1.83)Part10_E(1.44)Part11_E(1.75)Pressure(0.015),1.84,0.015,1.25,1.75,1.3391035384831678,1.3431019892400502,-2.333153515600932,-2.338668219954992
Part1_E(1.97)Part3_E(2.05)Part7_E(1.33)Part10_E(2.35)Part11_E(1.3)Pressure(0.015),2.05,0.015,1.25,1.75,1.340396679088986,1.3438260811032563,-2.336557090572283,-2.3410916527278105
Part1_E(1.16)Part3_E(1.88)Part7_E(2.37)Part10_E(2.28)Part11_E(1.28)Pressure(0.015),1.88,0.015,1.25,1.75,1.2910418960195773,1.2947464765680132,-2.284933349989977,-2.290445579262934
Part1_E(1.18)Part3_E(1.2)Part7_E(2.44)Part10_E(1.7)Part11_E(1.77)Pressure(0.015),1.2,0.015,1.25,1.75,1.2931733396374012,1.2994170583729336,-2.276041109406249,-2.28674622092267
Part1_E(1.44)Part3_E(2.17)Part7_E(2.39)Part10_E(1.63)Part11_E(1.32)Pressure(0.015),2.17,0.015,1.25,1.75,1.312475643754231,1.315654095652692,-2.3093299929884124,-2.313671195029124
Part1_E(1.9)Part3_E(1.77)Part7_E(1.75)Part10_E(1.46)Part11_E(1.35)Pressure(0.015),1.77,0.015,1.25,1.75,1.3660106889541952,1.3701086912025844,-2.3594786873663205,-2.364885772786293
Part1_E(1.53)Part3_E(2.33)Part7_E(2.07)Part10_E(2.21)Part11_E(2.21)Pressure(0.015),2.33,0.015,1.25,1.75,1.2691181655956465,1.2720011146662515,-2.266320816164035,-2.270767569447378
Part1_E(1.62)Part3_E(1.04)Part7_E(2.45)Part10_E(2.35)Part11_E(1.19)Pressure(0.015),1.04,0.015,1.25,1.75,1.308276752237444,1.3160712301366115,-2.286687183177992,-2.3001545711726386
Part1_E(1.58)Part3_E(2.1)Part7_E(1.92)Part10_E(2.02)Part11_E(1.21)Pressure(0.015),2.1,0.015,1.25,1.75,1.322966836750877,1.3262847551098222,-2.319374106999476,-2.3238605567949406
Part1_E(1.3)Part3_E(1.68)Part7_E(1.53)Part10_E(2.07)Part11_E(1.51)Pressure(0.015),1.68,0.015,1.25,1.75,1.329085659589364,1.3334322540903247,-2.321097651955626,-2.327281408775735
Part3_E(2)Part7_E(1.42)Part10_E(2.17)Part11_E(2.16)Pressure(0.015),2.0,0.015,1.25,1.75,1.2890032247423493,1.2924191820931044,-2.284067991531206,-2.289025570459021
Part1_E(1.58)Part3_E(1.37)Part7_E(2.36)Part10_E(1.12)Part11_E(2.34)Pressure(0.015),1.37,0.015,1.25,1.75,1.316364381969407,1.321959293181736,-2.303304751932421,-2.3120909046926976
Part1_E(1.7)Part3_E(1.39)Part7_E(1.36)Part10_E(1.16)Part11_E(2.11)Pressure(0.015),1.39,0.015,1.25,1.75,1.3905368538565106,1.3961924737569529,-2.3783340892384,-2.3861470750615505
Part1_E(1.43)Part3_E(1.79)Part7_E(1.29)Part10_E(1.59)Part11_E(1.17)Pressure(0.015),1.79,0.015,1.25,1.75,1.3942733493926711,1.39815800376265,-2.388169666116221,-2.392891969981603
Part1_E(2.14)Part3_E(1.54)Part7_E(1.79)Part10_E(1.87)Part11_E(1.3)Pressure(0.015),1.54,0.015,1.25,1.75,1.3553320656772183,1.3603253498839822,-2.3455735045108845,-2.3526526043838425
Part1_E(1.61)Part3_E(2.06)Part7_E(1.93)Part10_E(1.05)Part11_E(1.87)Pressure(0.015),2.06,0.015,1.25,1.75,1.341619261524995,1.344998730284825,-2.3379149193474213,-2.342293619096972
Part1_E(1.09)Part3_E(2.35)Part7_E(2.29)Part10_E(1.42)Part11_E(2.24)Pressure(0.015),2.35,0.015,1.25,1.75,1.2811530042676196,1.283987734715918,-2.278843534790892,-2.2829022503117224
Part1_E(1.12)Part3_E(2.12)Part7_E(1.62)Part10_E(1.28)Part11_E(1.06)Pressure(0.015),2.12,0.015,1.25,1.75,1.375042244701407,1.3781024738311438,-2.3722239153086684,-2.3756846948704595
Part1_E(1.24)Part3_E(2.47)Part7_E(1.78)Part10_E(1.77)Part11_E(1.93)Pressure(0.015),2.47,0.015,1.25,1.75,1.293024593600245,1.295728730198802,-2.291716664974372,-2.295422607739162
Part1_E(1.6)Part3_E(1.76)Part7_E(1.7)Part10_E(1.95)Part11_E(2.19)Pressure(0.015),1.76,0.015,1.25,1.75,1.2958027324818775,1.2998853454645158,-2.2884000604931893,-2.294639696912922
Part1_E(1.5)Part3_E(1.54)Part7_E(1.97)Part10_E(1.92)Part11_E(1.42)Pressure(0.015),1.54,0.015,1.25,1.75,1.3254458486937688,1.3303188588161945,-2.315418012752818,-2.3226573469704603
Part1_E(2.34)Part3_E(1.67)Part7_E(1.63)Part10_E(1.33)Part11_E(2.24)Pressure(0.015),1.67,0.015,1.25,1.75,1.3407814475394024,1.3453010697300998,-2.3327779504073285,-2.339205848249009
Part1_E(1.97)Part3_E(1.1)Part7_E(1.91)Part10_E(1.91)Part11_E(1.67)Pressure(0.015),1.1,0.015,1.25,1.75,1.3274016358900405,1.3349158789096671,-2.307943770365539,-2.320229779065537
Part1_E(2.05)Part3_E(2.47)Part7_E(1.48)Part10_E(1.47)Part11_E(1.49)Pressure(0.015),2.47,0.015,1.25,1.75,1.3436386466836232,1.346298069677258,-2.343073708892844,-2.346285517186522
Part1_E(1.25)Part3_E(1.58)Part7_E(1.76)Part10_E(2.21)Part11_E(1.65)Pressure(0.015),1.58,0.015,1.25,1.75,1.3033761746291883,1.307972272255521,-2.2937045920311303,-2.3007512989126555
Part1_E(1.32)Part3_E(2.41)Part7_E(1.34)Part10_E(2.27)Part11_E(2.16)Pressure(0.015),2.41,0.015,1.25,1.75,1.2903514451734672,1.2931437852046002,-2.288586725802205,-2.292502123291737
Part1_E(2.27)Part3_E(1.77)Part7_E(2.22)Part10_E(2.26)Part11_E(2.22)Pressure(0.015),1.77,0.015,1.25,1.75,1.2721813797793473,1.2761297327547767,-2.2644226365402944,-2.271016651252113
Part1_E(1.56)Part3_E(1.92)Part7_E(2.23)Part10_E(1.24)Part11_E(1.97)Pressure(0.015),1.92,0.015,1.25,1.75,1.3152788943562932,1.3190029349548578,-2.309910071273398,-2.31517954174573
Part1_E(1.25)Part3_E(1.85)Part7_E(1.93)Part10_E(1.8)Part11_E(1.98)Pressure(0.015),1.85,0.015,1.25,1.75,1.2934822086736986,1.297280146955664,-2.287084750430137,-2.2927552569840115
Part1_E(1.34)Part3_E(1.59)Part7_E(1.84)Part10_E(1.92)Part11_E(2.26)Pressure(0.015),1.59,0.015,1.25,1.75,1.2864648017458509,1.2909313239605595,-2.2766973272975,-2.2838684190728764
Part1_E(1.16)Part3_E(2.21)Part7_E(1.21)Part10_E(1.23)Part11_E(1.11)Pressure(0.015),2.21,0.015,1.25,1.75,1.3923315248798545,1.3951479480248206,-2.390404868045404,-2.393323557487925
Part1_E(2.15)Part3_E(1.91)Part7_E(1.6)Part10_E(1.47)Part11_E(1.14)Pressure(0.015),1.91,0.015,1.25,1.75,1.3844382792572576,1.3880742655096163,-2.379622609004444,-2.384080315345946
Part1_E(1.78)Part3_E(1.94)Part7_E(1.64)Part10_E(2.02)Part11_E(1.75)Pressure(0.015),1.94,0.015,1.25,1.75,1.3125773139448773,1.3162799116266986,-2.307359722052902,-2.312656025336943
Part1_E(2.02)Part3_E(2.25)Part7_E(1.86)Part10_E(2.4)Part11_E(1.93)Pressure(0.015),2.25,0.015,1.25,1.75,1.2832468522032534,1.286338151290921,-2.280143529316085,-2.284799036510609
Part1_E(2.48)Part3_E(2.48)Part7_E(2.27)Part10_E(1.45)Part11_E(1.5)Pressure(0.015),2.48,0.015,1.25,1.75,1.3184785334104638,1.321241224606459,-2.317565402403704,-2.3212312873011176
Part1_E(1.58)Part3_E(1.3)Part7_E(1.8)Part10_E(1.87)Part11_E(1.76)Pressure(0.015),1.3,0.015,1.25,1.75,1.3224331294341467,1.3284347904101717,-2.3079904678976524,-2.317457181612008
Part1_E(2.09)Part3_E(1.26)Part7_E(2.06)Part10_E(1.98)Part11_E(1.2)Pressure(0.015),1.26,0.015,1.25,1.75,1.3527888905917254,1.3592634754922597,-2.3377159047674203,-2.347492766642246
Part1_E(1.69)Part3_E(2.35)Part7_E(1.49)Part10_E(2.25)Part11_E(2.5)Pressure(0.015),2.35,0.015,1.25,1.75,1.2809944057386633,1.2839040047444494,-2.278584539862528,-2.2829026696909267
Part1_E(2.29)Part3_E(1.63)Part7_E(1.37)Part10_E(2.5)Part11_E(1.79)Pressure(0.015),1.63,0.015,1.25,1.75,1.3195056607177904,1.3241327635985798,-2.3107410409237708,-2.3176629751098945
Part1_E(1.01)Part3_E(2.16)Part7_E(2.32)Part10_E(2.48)Part11_E(1.51)Pressure(0.015),2.16,0.015,1.25,1.75,1.2708348885322116,1.2739075545677845,-2.2669264423850137,-2.271560007662241
Part1_E(1.05)Part3_E(2.36)Part7_E(1.29)Part10_E(1.51)Part11_E(2.18)Pressure(0.015),2.36,0.015,1.25,1.75,1.3147661382475555,1.3175706894458046,-2.3131461861993623,-2.316727847113347
Part1_E(2.28)Part3_E(1.83)Part7_E(2.04)Part10_E(1.74)Part11_E(2.42)Pressure(0.015),1.83,0.015,1.25,1.75,1.2892349500403844,1.293175742694164,-2.282484174877185,-2.2886484708591714
Part1_E(1.72)Part3_E(2.13)Part7_E(1.23)Part10_E(1.76)Part11_E(1.02)Pressure(0.015),2.13,0.015,1.25,1.75,1.383592711893051,1.3866636994352994,-2.3808986019642315,-2.3843929205339007
Part1_E(2.19)Part3_E(2.25)Part7_E(1.52)Part10_E(1.72)Part11_E(2.18)Pressure(0.015),2.25,0.015,1.25,1.75,1.3114780264555006,1.3145951313717332,-2.308881124002132,-2.313214062435372
Part1_E(1.71)Part3_E(1.12)Part7_E(2.19)Part10_E(1.87)Part11_E(2.16)Pressure(0.015),1.12,0.015,1.25,1.75,1.282285587756218,1.2889776804812054,-2.2629006045326574,-2.2750187526649266
Part1_E(1.57)Part3_E(1.85)Part7_E(1.17)Part10_E(1.23)Part11_E(1.95)Pressure(0.015),1.85,0.015,1.25,1.75,1.3773904641607144,1.3811734325335965,-2.371881327000986,-2.376606512633409
Part1_E(1.9)Part3_E(2.45)Part7_E(1.51)Part10_E(1.46)Part11_E(2.23)Pressure(0.015),2.45,0.015,1.25,1.75,1.314921641646105,1.3176958321625054,-2.313801383551008,-2.3174790932670137
Part1_E(2.12)Part3_E(1.02)Part7_E(1.51)Part10_E(2.03)Part11_E(1.68)Pressure(0.015),1.02,0.015,1.25,1.75,1.3536149625586011,1.362204404178181,-2.3317253645496394,-2.345366767113953
Part1_E(1.16)Part3_E(2.35)Part7_E(2.07)Part10_E(1.33)Part11_E(1.99)Pressure(0.015),2.35,0.015,1.25,1.75,1.3000716059896655,1.3029281365320575,-2.298115647753556,-2.3019784762438857
Part1_E(1.85)Part3_E(1.44)Part7_E(1.4)Part10_E(2.06)Part11_E(1.54)Pressure(0.015),1.44,0.015,1.25,1.75,1.3543438594683646,1.3597587004722338,-2.3428998422206364,-2.350741205534418
Part1_E(2.37)Part3_E(1.56)Part7_E(2.34)Part10_E(1.01)Part11_E(1.91)Pressure(0.015),1.56,0.015,1.25,1.75,1.3525536760196128,1.3574855618935842,-2.343088117229948,-2.350093341831102
Part1_E(2.04)Part3_E(1.49)Part7_E(2.2)Part10_E(1.79)Part11_E(1.01)Pressure(0.015),1.49,0.015,1.25,1.75,1.366778220797944,1.3719761622268367,-2.3562805551579338,-2.3635822763250096
Part1_E(2.39)Part3_E(1.29)Part7_E(2.23)Part10_E(1.33)Part11_E(1.2)Pressure(0.015),1.29,0.015,1.25,1.75,1.3962972003331795,1.4026424804334228,-2.382083602672893,-2.391002795168185
Part1_E(2.5)Part3_E(1.54)Part7_E(1.93)Part10_E(1.52)Part11_E(2.11)Pressure(0.015),1.54,0.015,1.25,1.75,1.3222486991589273,1.327228450254666,-2.312208251343517,-2.3197357581381586
Part1_E(1.59)Part3_E(1.81)Part7_E(1.21)Part10_E(2.35)Part11_E(1.76)Pressure(0.015),1.81,0.015,1.25,1.75,1.3256711468940776,1.3296880014798007,-2.3192504429011827,-2.324907252343848
Part1_E(1.97)Part3_E(2.29)Part7_E(1.75)Part10_E(1.23)Part11_E(2.22)Pressure(0.015),2.29,0.015,1.25,1.75,1.3211291231431053,1.324147325240844,-2.319000589175131,-2.32302893367729
Part1_E(1.05)Part3_E(1.96)Part7_E(1.51)Part10_E(1.18)Part11_E(1.18)Pressure(0.015),1.96,0.015,1.25,1.75,1.3869397972663635,1.3903109099519768,-2.3826901790138755,-2.386540692883861
Part1_E(1.7)Part3_E(1.29)Part7_E(2.04)Part10_E(1.86)Part11_E(2.47)Pressure(0.015),1.29,0.015,1.25,1.75,1.278630076400234,1.2842526757239914,-2.263461151966921,-2.2733451817664805
Part1_E(1.1)Part3_E(1.25)Part7_E(1.46)Part10_E(2.42)Part11_E(2.49)Pressure(0.015),1.25,0.015,1.25,1.75,1.2743122256593455,1.2799855639536686,-2.258137453926796,-2.2682263264102103
Part1_E(1.13)Part3_E(1.83)Part7_E(1.33)Part10_E(1.72)Part11_E(2.05)Pressure(0.015),1.83,0.015,1.25,1.75,1.3228447768144118,1.3267139969480728,-2.316621670202043,-2.3219865338346115
Part1_E(1.78)Part3_E(1.53)Part7_E(2.31)Part10_E(1.79)Part11_E(1.79)Pressure(0.015),1.53,0.015,1.25,1.75,1.299402149141837,1.3042296625674314,-2.288923772250939,-2.296582179327929
Part1_E(2.03)Part3_E(1.2)Part7_E(1.71)Part10_E(2.21)Part11_E(2.42)Pressure(0.015),1.2,0.015,1.25,1.75,1.283662923477658,1.289874695996482,-2.2664764854097728,-2.277481751268645
Part1_E(1.69)Part3_E(1.65)Part7_E(1.22)Part10_E(1.74)Part11_E(2.33)Pressure(0.015),1.65,0.015,1.25,1.75,1.3329653859211037,1.3374796798515705,-2.3246151259888923,-2.331104411182268
Part1_E(1.27)Part3_E(2.35)Part7_E(1.28)Part10_E(1.26)Part11_E(1.24)Pressure(0.015),2.35,0.015,1.25,1.75,1.3726653558355444,1.3753233762503223,-2.371656752379738,-2.3745149916501704
Part1_E(1.24)Part3_E(1.45)Part7_E(1.44)Part10_E(1.44)Part11_E(1.63)Pressure(0.015),1.45,0.015,1.25,1.75,1.37619729234494,1.3814633089898642,-2.3650102065054672,-2.3722563483286496
Part1_E(2.22)Part3_E(1.62)Part7_E(2.34)Part10_E(1.6)Part11_E(2.04)Pressure(0.015),1.62,0.015,1.25,1.75,1.2999621730082296,1.304541905520888,-2.29081544105986,-2.2979838151606247
Part1_E(2.34)Part3_E(1.61)Part7_E(2.41)Part10_E(1.23)Part11_E(2.06)Pressure(0.015),1.61,0.015,1.25,1.75,1.3207244177671975,1.3254283662052802,-2.3116953123688555,-2.3187397808894743
Part1_E(1.43)Part3_E(1.5)Part7_E(1.56)Part10_E(1.76)Part11_E(1.35)Pressure(0.015),1.5,0.015,1.25,1.75,1.3660273431823846,1.3711008659217192,-2.355666890650279,-2.362713315816272
Part1_E(1.44)Part3_E(1.33)Part7_E(1.04)Part10_E(1.61)Part11_E(1.42)Pressure(0.015),1.33,0.015,1.25,1.75,1.4379134607706203,1.4437889088971887,-2.4245402963324967,-2.4322413856565053
Part1_E(2.12)Part3_E(2.08)Part7_E(1.36)Part10_E(1.88)Part11_E(1.4)Pressure(0.015),2.08,0.015,1.25,1.75,1.3509900549667853,1.3543460485649452,-2.347545245299908,-2.351838835829403
Part1_E(2.29)Part3_E(1.63)Part7_E(1.42)Part10_E(2.04)Part11_E(2.24)Pressure(0.015),1.63,0.015,1.25,1.75,1.314365931041335,1.3189899883736993,-2.305552509504693,-2.312531158639477
Part1_E(2.3)Part3_E(2.19)Part7_E(2.36)Part10_E(2)Part11_E(1.25)Pressure(0.015),2.19,0.015,1.25,1.75,1.31102009605129,1.3142573761454452,-2.3079535411139984,-2.312499270256722
Part1_E(2.32)Part3_E(1.74)Part7_E(1.27)Part10_E(1.66)Part11_E(1.69)Pressure(0.015),1.74,0.015,1.25,1.75,1.3682334021138591,1.37246162942545,-2.3613492237754925,-2.3669701223749446
Part1_E(1.62)Part3_E(2.2)Part7_E(1.84)Part10_E(1.05)Part11_E(1.96)Pressure(0.015),2.2,0.015,1.25,1.75,1.336986098751394,1.340092085741887,-2.3344167441618526,-2.338386029645516
Part1_E(1.04)Part3_E(2.1)Part7_E(1.72)Part10_E(1.83)Part11_E(2.03)Pressure(0.015),2.1,0.015,1.25,1.75,1.291363052201589,1.294598032413004,-2.287347484375782,-2.29196304609608
Part1_E(1.01)Part3_E(2.11)Part7_E(2.41)Part10_E(1.76)Part11_E(1.3)Pressure(0.015),2.11,0.015,1.25,1.75,1.300895321239359,1.3041149525226534,-2.297125289504821,-2.301577336689024
Part1_E(1.83)Part3_E(1.95)Part7_E(1.74)Part10_E(1.28)Part11_E(1.66)Pressure(0.015),1.95,0.015,1.25,1.75,1.3506449326661163,1.354268292110642,-2.3459640574555154,-2.3507127466485778
Part1_E(2.08)Part3_E(1.74)Part7_E(2.48)Part10_E(1.7)Part11_E(2)Pressure(0.015),1.74,0.015,1.25,1.75,1.2897640901859004,1.2939169454190405,-2.2820030357984207,-2.2885531640082166
Part1_E(1.64)Part3_E(1.71)Part7_E(2.2)Part10_E(2.31)Part11_E(2.35)Pressure(0.015),1.71,0.015,1.25,1.75,1.2622980721751564,1.2662313744834004,-2.253653577149056,-2.2604365796842605
Part1_E(1.14)Part3_E(1.78)Part7_E(2.19)Part10_E(1.96)Part11_E(1.55)Pressure(0.015),1.78,0.015,1.25,1.75,1.2949792131614644,1.2989371877671776,-2.287829455809547,-2.29374626186999
Part1_E(1.18)Part3_E(1.58)Part7_E(1.51)Part10_E(1.91)Part11_E(1.64)Pressure(0.015),1.58,0.015,1.25,1.75,1.3310174637280234,1.3356886379818549,-2.3216414533899696,-2.3283694140754343
Part1_E(2.01)Part3_E(1.43)Part7_E(1.93)Part10_E(1.29)Part11_E(1.76)Pressure(0.015),1.43,0.015,1.25,1.75,1.3581888587135098,1.3636756376006491,-2.346597962291089,-2.354518341278664
Part1_E(1.58)Part3_E(1.98)Part7_E(2.23)Part10_E(1.88)Part11_E(2.49)Pressure(0.015),1.98,0.015,1.25,1.75,1.269321599821314,1.2727569045480391,-2.2637325101183325,-2.269258963625238
Part1_E(1.97)Part3_E(1.93)Part7_E(2.19)Part10_E(2.26)Part11_E(1.08)Pressure(0.015),1.93,0.015,1.25,1.75,1.321339481373499,1.3250890117055951,-2.316133030685536,-2.321415787293679
Part1_E(2.25)Part3_E(2.03)Part7_E(1.63)Part10_E(2.46)Part11_E(2.22)Pressure(0.015),2.03,0.015,1.25,1.75,1.2848783749622532,1.2883699127421542,-2.2800130366736195,-2.2854056681004304
Part1_E(1.45)Part3_E(2.32)Part7_E(1.17)Part10_E(2.5)Part11_E(1.96)Pressure(0.015),2.32,0.015,1.25,1.75,1.302152852265339,1.3050944535193572,-2.299979203830377,-2.304024856740724
Part1_E(2.47)Part3_E(1.94)Part7_E(1.55)Part10_E(1.93)Part11_E(2.45)Pressure(0.015),1.94,0.015,1.25,1.75,1.3007415986754314,1.3044890625327206,-2.2953131534644515,-2.3009174116399653
Part1_E(2.39)Part3_E(1.7)Part7_E(1.77)Part10_E(1.32)Part11_E(1.41)Pressure(0.015),1.7,0.015,1.25,1.75,1.378859959242405,1.383196590626907,-2.3715351370185687,-2.377233900547293
Part1_E(2.1)Part3_E(2.28)Part7_E(1.23)Part10_E(1.23)Part11_E(1.25)Pressure(0.015),2.28,0.015,1.25,1.75,1.389680814168614,1.3924421486539529,-2.388241877164944,-2.391199297097944
Part1_E(1.55)Part3_E(1.86)Part7_E(1.23)Part10_E(2.06)Part11_E(1.49)Pressure(0.015),1.86,0.015,1.25,1.75,1.3488552319126883,1.352692279599374,-2.343225338227127,-2.3483172525361136
Part1_E(1.14)Part3_E(1.28)Part7_E(2.38)Part10_E(2.5)Part11_E(2.39)Pressure(0.015),1.28,0.015,1.25,1.75,1.2404547356696831,1.245331346220811,-2.2242735117207126,-2.234135997826313
Part1_E(1.15)Part3_E(1.55)Part7_E(1.45)Part10_E(2.02)Part11_E(1.76)Pressure(0.015),1.55,0.015,1.25,1.75,1.3226626910520676,1.327421538561404,-2.312751621116313,-2.319758378218568
Part1_E(2.5)Part3_E(1.59)Part7_E(1.06)Part10_E(2.34)Part11_E(1.89)Pressure(0.015),1.59,0.015,1.25,1.75,1.348412129764456,1.3532357304971088,-2.3393631226301896,-2.346229130551855
Part1_E(1.63)Part3_E(2.4)Part7_E(1.19)Part10_E(1.47)Part11_E(1.2)Pressure(0.015),2.4,0.015,1.25,1.75,1.3718281552474876,1.3744490616761147,-2.371149611243039,-2.373991217101318
Part1_E(2.28)Part3_E(1.76)Part7_E(1.79)Part10_E(2.4)Part11_E(1.46)Pressure(0.015),1.76,0.015,1.25,1.75,1.3146317555378408,1.318852227164216,-2.30747818599434,-2.31371322112075
Part1_E(1.6)Part3_E(2.08)Part7_E(2.09)Part10_E(2.46)Part11_E(2.31)Pressure(0.015),2.08,0.015,1.25,1.75,1.2622349647535207,1.2654455703625032,-2.257358252887391,-2.262611328778645
Part1_E(2.3)Part3_E(1.38)Part7_E(2.08)Part10_E(2.11)Part11_E(2.23)Pressure(0.015),1.38,0.015,1.25,1.75,1.2812867983056109,1.2865841170063517,-2.267988716391909,-2.277097642826224
